id_agente,categoria,origine,destinazione,famiglia,anni_stab,anni_lavoro,attrattivita,soglia,eta,emigrato,gravity,pp,uty_T,anno
27010,Lavoratore_Diploma,Puglia,Emilia-Romagna,true,13,13,0.1624,1.2481,61,false,0.0138,0.4348,0.0000,1
27958,Lavoratore_Diploma,Puglia,Lombardia,true,12,12,0.2397,1.2186,40,false,0.0169,0.6459,0.0000,1
26597,Disoccupato_Diploma,Abruzzo,Lazio,true,0,16,0.2707,0.2429,44,true,0.2479,0.4515,0.0000,1
35209,Lavoratore_Diploma,Lazio,Piemonte,true,7,7,0.0249,1.1904,58,false,0.0251,-0.0680,0.1886,1
28724,Disoccupato_Diploma,Piemonte,Lombardia,true,0,2,0.2429,0.5615,62,false,0.5837,0.2351,-0.4738,1
28759,Lavoratore_Laurea,Piemonte,Lombardia,false,2,2,0.3230,0.2794,28,true,0.5837,0.2981,0.1565,1
35077,Lavoratore_Diploma,Lazio,Trentino-Alto Adige,true,18,18,0.0291,1.0031,52,false,0.0111,0.0150,0.0925,1
24343,Lavoratore_Diploma,Molise,Liguria,true,15,15,0.1547,1.1386,52,false,0.0003,0.4295,0.0000,1
35666,Lavoratore_Diploma,Lazio,Marche,true,10,10,-0.0787,0.6163,31,false,0.0730,-0.3035,-0.0068,1
20151,Lavoratore_Laurea,Trentino-Alto Adige,Emilia-Romagna,true,13,13,-0.0370,0.5913,53,false,0.0629,-0.0786,-0.1777,1
24826,Lavoratore_Diploma,Molise,Valle d'Aosta,true,8,8,0.2291,1.2186,39,false,0.0000,0.5407,0.1698,1
35374,Lavoratore_Diploma,Lazio,Valle d'Aosta,false,10,10,-0.1171,0.8950,33,false,0.0005,-0.1614,-0.1889,1
28961,Lavoratore_Diploma,Piemonte,Lombardia,true,2,2,0.2946,0.7548,59,false,0.5837,0.2125,-0.1798,1
38977,Lavoratore_Diploma,Emilia-Romagna,Toscana,true,29,29,0.3850,0.7960,57,false,1.0000,-0.1432,0.0000,1
26976,Lavoratore_Laurea,Abruzzo,Piemonte,true,4,4,0.2129,0.7131,30,false,0.0046,0.3686,0.3844,1
26768,Lavoratore_Laurea,Abruzzo,Lazio,false,1,1,0.4412,0.2407,27,true,0.2479,0.5971,0.4230,1
36859,Lavoratore_Diploma,Umbria,Puglia,true,19,19,-0.0508,1.0248,50,false,0.0049,-0.1471,0.0000,1
34420,Lavoratore_Laurea,Liguria,Emilia-Romagna,false,4,4,0.1278,0.3746,30,false,0.0377,0.1679,0.1766,1
21901,Lavoratore_Diploma,Calabria,Piemonte,true,2,2,0.3730,1.0884,34,false,0.0023,0.7030,0.5845,1
25549,Lavoratore_Diploma,Campania,Friuli-Venezia Giulia,true,8,8,0.1311,1.1030,56,false,0.0098,0.3523,0.0000,1
30471,Lavoratore_Diploma,Friuli-Venezia Giulia,Veneto,true,24,24,0.0659,0.8024,55,false,0.0913,0.0725,0.0000,1
25541,Lavoratore_Diploma,Campania,Puglia,true,11,11,0.0702,0.6858,35,false,0.1112,0.0603,0.0000,1
31333,Lavoratore_Laurea,Toscana,Friuli-Venezia Giulia,true,5,5,0.0241,0.6186,35,false,0.0147,0.0002,0.0863,1
37637,Lavoratore_Diploma,Valle d'Aosta,Piemonte,false,5,5,0.1736,0.4377,27,false,0.0243,0.1048,0.3545,1
29696,Lavoratore_Diploma,Basilicata,Trentino-Alto Adige,true,9,9,0.2533,1.0599,37,false,0.0004,0.6568,0.0823,1
22496,Lavoratore_Laurea,Veneto,Piemonte,true,16,16,0.1020,0.6769,44,false,0.0318,0.0722,0.3051,1
23141,Lavoratore_Diploma,Sardegna,Friuli-Venezia Giulia,true,6,6,0.1323,1.1382,41,false,0.0010,0.3664,0.0000,1
37402,Lavoratore_Diploma,Valle d'Aosta,Lombardia,true,2,2,0.1082,0.7320,55,false,0.0092,0.2845,0.0088,1
29856,Lavoratore_Diploma,Basilicata,Friuli-Venezia Giulia,true,4,4,0.1560,1.0036,47,false,0.0008,0.4325,0.0000,1
22037,Lavoratore_Diploma,Veneto,Lazio,true,2,2,0.0824,0.7603,42,false,0.0760,0.1368,0.0000,1
23002,Lavoratore_Laurea,Sardegna,Abruzzo,true,4,4,0.1018,0.8378,41,false,0.0024,0.1600,0.2119,1
28098,Lavoratore_Diploma,Piemonte,Lazio,true,5,5,-0.0030,1.0033,41,false,0.0251,0.0680,-0.1886,1
32880,Lavoratore_Diploma,Lombardia,Trentino-Alto Adige,true,1,1,0.0090,0.6479,50,false,0.0883,-0.1295,0.0837,1
24411,Lavoratore_Laurea,Molise,Piemonte,true,2,2,0.3936,0.7007,26,false,0.0007,0.7194,0.4383,1
39676,Lavoratore_Diploma,Sicilia,Lombardia,false,2,2,0.7565,0.7597,28,false,0.0230,1.1451,0.8966,1
35299,Lavoratore_Diploma,Lazio,Trentino-Alto Adige,true,14,14,0.0291,1.0994,61,false,0.0111,0.0150,0.0925,1
39303,Lavoratore_Diploma,Sicilia,Lombardia,true,19,19,0.2948,1.2576,51,false,0.0230,0.7864,0.0088,1
26319,Lavoratore_Laurea,Abruzzo,Lombardia,false,6,6,0.4382,0.6394,31,false,0.0156,0.6654,0.6268,1
31763,Lavoratore_Diploma,Toscana,Friuli-Venezia Giulia,true,15,15,0.0066,0.7969,42,false,0.0147,0.0005,0.0000,1
30895,Lavoratore_Laurea,Friuli-Venezia Giulia,Lombardia,true,1,1,0.1811,0.6634,33,false,0.0187,0.3659,0.2030,1
28245,Lavoratore_Diploma,Piemonte,Lombardia,true,11,11,0.2946,0.6514,44,false,0.5837,0.2125,-0.1798,1
31935,Lavoratore_Laurea,Toscana,Veneto,false,1,1,0.1057,0.2461,24,false,0.1509,0.1004,0.0777,1
31709,Lavoratore_Laurea,Toscana,Trentino-Alto Adige,true,4,4,0.1626,0.5704,42,false,0.0252,0.2257,0.3457,1
35563,Disoccupato_Diploma,Lazio,Lombardia,true,0,8,0.0914,0.6097,40,false,0.0820,0.1545,0.0000,1
39342,Disoccupato_Diploma,Sicilia,Piemonte,true,0,0,0.3294,0.9442,41,false,0.0088,0.6367,0.4738,1
23981,Lavoratore_Laurea,Sardegna,Trentino-Alto Adige,true,12,12,0.3491,0.8888,47,false,0.0011,0.5978,0.6554,1
21174,Lavoratore_Diploma,Calabria,Lombardia,true,5,5,0.3158,1.1837,41,false,0.0064,0.8650,0.0088,1
23749,Lavoratore_Diploma,Sardegna,Veneto,true,4,4,0.1602,1.0113,32,false,0.0053,0.4389,0.0000,1
28681,Lavoratore_Laurea,Piemonte,Lombardia,true,3,3,0.3360,0.5256,48,false,0.5837,0.2197,0.0109,1
21985,Lavoratore_Laurea,Calabria,Veneto,true,12,12,0.3338,0.9373,50,false,0.0050,0.5943,0.5780,1
22352,Lavoratore_Diploma,Veneto,Lazio,true,26,26,0.0824,0.9641,53,false,0.0760,0.1368,0.0000,1
20025,Lavoratore_Diploma,Trentino-Alto Adige,Friuli-Venezia Giulia,true,3,3,-0.1322,0.5974,28,false,0.0060,-0.2840,-0.0823,1
27355,Lavoratore_Diploma,Puglia,Abruzzo,true,12,12,0.0322,0.8437,44,false,0.0126,0.0743,0.0000,1
23395,Lavoratore_Diploma,Sardegna,Lazio,false,6,6,0.5133,0.6408,28,false,0.0167,0.8365,0.5462,1
25057,Lavoratore_Diploma,Campania,Lombardia,true,3,3,0.2735,1.0660,47,false,0.0405,0.7062,0.0088,1
35187,Lavoratore_Laurea,Lazio,Piemonte,true,16,16,0.0305,0.9318,55,false,0.0251,-0.0718,0.2228,1
30995,Lavoratore_Diploma,Friuli-Venezia Giulia,Trentino-Alto Adige,true,11,11,0.1022,0.8374,54,false,0.0060,0.2243,0.0925,1
31707,Lavoratore_Laurea,Toscana,Emilia-Romagna,true,23,23,0.5237,0.5972,54,false,1.0000,0.1471,0.1680,1
34596,Disoccupato_Diploma,Liguria,Veneto,true,0,5,0.0377,0.5359,38,false,0.0192,0.0814,0.0000,1
39269,Lavoratore_Laurea,Sicilia,Lazio,true,8,8,0.3813,0.8247,56,false,0.0642,0.6612,0.5666,1
30429,Lavoratore_Diploma,Friuli-Venezia Giulia,Trentino-Alto Adige,true,7,7,0.1022,0.8013,48,false,0.0060,0.2243,0.0925,1
35915,Lavoratore_Diploma,Lazio,Lombardia,true,4,4,0.0896,1.0650,57,false,0.0820,0.1446,0.0088,1
24044,Lavoratore_Diploma,Molise,Umbria,true,10,10,0.1698,0.7391,43,false,0.0012,0.3099,0.2836,1
27222,Lavoratore_Laurea,Puglia,Piemonte,true,6,6,0.2679,1.0833,56,false,0.0056,0.4734,0.4668,1
33228,Lavoratore_Laurea,Marche,Trentino-Alto Adige,true,9,9,0.1664,0.6268,45,false,0.0046,0.2996,0.2781,1
36935,Lavoratore_Diploma,Umbria,Emilia-Romagna,false,4,4,0.2466,0.4531,29,false,0.0432,0.4180,0.2199,1
32408,Lavoratore_Diploma,Lombardia,Piemonte,true,21,21,0.2149,0.7883,54,false,0.5837,-0.2125,0.1798,1
27611,Lavoratore_Diploma,Puglia,Lazio,true,12,12,0.1975,0.8959,41,false,0.0392,0.5013,0.0000,1
21281,Lavoratore_Laurea,Calabria,Friuli-Venezia Giulia,false,1,1,0.4909,0.5368,24,false,0.0014,0.7026,0.6336,1
38303,Lavoratore_Diploma,Emilia-Romagna,Toscana,true,3,3,0.3850,0.5492,41,false,1.0000,-0.1432,0.0000,1
39954,Lavoratore_Laurea,Sicilia,Piemonte,true,19,19,0.3767,1.0796,54,false,0.0088,0.5894,0.7894,1
23118,Lavoratore_Diploma,Sardegna,Piemonte,true,10,10,0.3217,1.2178,62,false,0.0062,0.5471,0.5998,1
29154,Lavoratore_Diploma,Basilicata,Trentino-Alto Adige,true,12,12,0.2533,1.0787,37,false,0.0004,0.6568,0.0823,1
25766,Lavoratore_Diploma,Campania,Trentino-Alto Adige,false,4,4,0.6130,0.7128,23,false,0.0056,0.8374,0.8294,1
26956,Lavoratore_Laurea,Abruzzo,Lazio,true,6,6,0.3230,0.4877,46,false,0.2479,0.4404,0.2763,1
25201,Lavoratore_Diploma,Campania,Valle d'Aosta,true,14,14,0.1518,1.2086,48,false,0.0003,0.4217,0.0000,1
31249,Lavoratore_Diploma,Toscana,Trentino-Alto Adige,true,5,5,0.1107,0.7124,43,false,0.0252,0.2248,0.0925,1
35590,Lavoratore_Diploma,Lazio,Emilia-Romagna,true,14,14,0.0223,0.8057,49,false,0.1059,-0.0666,0.0000,1
23334,Lavoratore_Diploma,Sardegna,Lombardia,true,18,18,0.2668,1.1311,51,false,0.0135,0.7203,0.0088,1
32838,Lavoratore_Diploma,Lombardia,Toscana,false,4,4,-0.2202,0.5107,30,false,0.1700,-0.4088,-0.4161,1
37575,Disoccupato_Laurea,Valle d'Aosta,Lazio,false,0,0,0.1423,0.3447,23,false,0.0005,0.2034,0.1838,1
22766,Lavoratore_Diploma,Veneto,Piemonte,true,3,3,0.0770,0.9048,45,false,0.0318,0.0688,0.1886,1
20155,Lavoratore_Diploma,Trentino-Alto Adige,Emilia-Romagna,true,4,4,-0.0208,0.6550,46,false,0.0629,-0.0816,-0.0925,1
29193,Disoccupato_Laurea,Basilicata,Veneto,true,0,8,0.1875,0.5784,52,false,0.0027,0.5177,0.0000,1
24520,Disoccupato_Diploma,Molise,Piemonte,false,0,1,0.5748,0.6722,19,false,0.0007,0.8336,0.7311,1
20843,Lavoratore_Diploma,Trentino-Alto Adige,Lombardia,true,19,19,0.0681,0.7102,41,false,0.0883,0.1295,-0.0837,1
27052,Lavoratore_Diploma,Puglia,Umbria,true,13,13,0.0551,0.9740,46,false,0.0049,0.1471,0.0000,1
31835,Lavoratore_Diploma,Toscana,Campania,true,2,2,-0.1698,0.6734,22,false,0.0401,-0.4536,0.0000,1
23450,Lavoratore_Diploma,Sardegna,Friuli-Venezia Giulia,false,4,4,0.2959,0.9506,31,false,0.0010,0.4219,0.4609,1
34791,Lavoratore_Diploma,Liguria,Trentino-Alto Adige,true,9,9,0.1038,0.7372,44,false,0.0072,0.2273,0.0925,1
37037,Lavoratore_Diploma,Valle d'Aosta,Trentino-Alto Adige,true,6,6,0.0979,0.7189,28,false,0.0002,0.1942,0.0823,1
33078,Lavoratore_Diploma,Marche,Umbria,true,17,17,-0.0134,0.7591,55,false,0.0290,-0.0725,0.0000,1
30607,Lavoratore_Diploma,Friuli-Venezia Giulia,Emilia-Romagna,true,5,5,0.0618,0.6856,31,false,0.0239,0.1427,0.0000,1
27732,Lavoratore_Laurea,Puglia,Emilia-Romagna,false,1,1,0.4118,0.5562,27,false,0.0138,0.6007,0.5106,1
21426,Lavoratore_Diploma,Calabria,Trentino-Alto Adige,true,7,7,0.2838,1.3961,60,false,0.0008,0.7354,0.0925,1
23157,Lavoratore_Laurea,Sardegna,Lombardia,true,2,2,0.4110,0.9381,52,false,0.0135,0.7381,0.6853,1
27311,Lavoratore_Laurea,Puglia,Emilia-Romagna,true,1,1,0.2673,0.7984,33,false,0.0138,0.4741,0.4451,1
32715,Lavoratore_Diploma,Lombardia,Liguria,true,3,3,0.0509,0.6365,51,false,0.4150,-0.3569,-0.0088,1
27950,Lavoratore_Diploma,Puglia,Marche,true,1,1,0.0839,0.8235,47,false,0.0112,0.2196,0.0000,1
30188,Lavoratore_Diploma,Friuli-Venezia Giulia,Sicilia,true,6,6,-0.1541,1.1646,49,false,0.0034,-0.4325,0.0000,1
23373,Lavoratore_Diploma,Sardegna,Lazio,true,8,8,0.2995,1.0301,54,false,0.0167,0.6203,0.3391,1
21700,Disoccupato_Diploma,Calabria,Trentino-Alto Adige,false,0,1,0.6666,0.7228,20,false,0.0008,1.0674,0.7443,1
37032,Lavoratore_Diploma,Valle d'Aosta,Friuli-Venezia Giulia,true,11,11,-0.0249,1.0433,42,false,0.0001,-0.0694,0.0000,1
37579,Lavoratore_Diploma,Valle d'Aosta,Piemonte,true,17,17,0.0749,0.7945,60,false,0.0243,0.0719,0.1886,1
35661,Disoccupato_Laurea,Lazio,Trentino-Alto Adige,true,0,3,0.0096,0.5878,47,false,0.0111,0.0132,0.0000,1
27755,Lavoratore_Diploma,Puglia,Valle d'Aosta,true,15,15,0.1301,1.2120,43,false,0.0001,0.3614,0.0000,1
20070,Lavoratore_Diploma,Trentino-Alto Adige,Piemonte,true,11,11,-0.0050,0.9447,56,false,0.0121,-0.0830,0.0961,1
27606,Lavoratore_Laurea,Puglia,Emilia-Romagna,true,0,0,0.3400,0.5762,23,false,0.0138,0.5722,0.4451,1
26678,Lavoratore_Laurea,Abruzzo,Toscana,true,3,3,0.1115,0.5235,32,false,0.0239,0.2222,0.1036,1
39991,Lavoratore_Diploma,Sicilia,Lazio,true,16,16,0.2589,0.9119,49,false,0.0642,0.6418,0.0000,1
27321,Lavoratore_Diploma,Puglia,Lombardia,false,1,1,0.6266,0.7402,20,false,0.0169,0.9395,0.7535,1
31425,Lavoratore_Laurea,Toscana,Marche,true,7,7,0.0027,0.6290,51,false,0.0355,-0.0739,0.0676,1
33843,Lavoratore_Laurea,Marche,Valle d'Aosta,true,12,12,0.0314,0.8800,50,false,0.0001,0.1466,-0.1047,1
27775,Lavoratore_Laurea,Puglia,Piemonte,false,3,3,0.4399,0.7032,27,false,0.0056,0.6000,0.5947,1
26645,Lavoratore_Diploma,Abruzzo,Valle d'Aosta,true,1,1,0.1033,1.0407,50,false,0.0001,0.2872,0.0000,1
33595,Lavoratore_Diploma,Marche,Piemonte,true,14,14,0.1179,1.0827,50,false,0.0059,0.2137,0.1886,1
33548,Lavoratore_Diploma,Marche,Lombardia,true,18,18,0.1649,1.0579,54,false,0.0222,0.4262,0.0088,1
24414,Lavoratore_Diploma,Molise,Piemonte,true,8,8,0.2452,1.1552,41,false,0.0007,0.5738,0.1886,1
26787,Disoccupato_Diploma,Abruzzo,Lombardia,true,0,10,0.2227,0.6720,51,false,0.0156,0.6338,-0.0596,1
20721,Lavoratore_Diploma,Trentino-Alto Adige,Marche,false,9,9,-0.2742,0.5884,27,false,0.0046,-0.4272,-0.3221,1
26459,Lavoratore_Diploma,Abruzzo,Emilia-Romagna,true,2,2,0.1390,0.7380,47,false,0.0213,0.3605,0.0000,1
29632,Lavoratore_Diploma,Basilicata,Lombardia,true,23,23,0.4196,1.3457,58,false,0.0029,0.8475,0.5566,1
22967,Lavoratore_Diploma,Veneto,Emilia-Romagna,true,2,2,0.1992,0.5015,29,false,0.3774,0.0968,0.0985,1
29876,Lavoratore_Diploma,Basilicata,Piemonte,true,6,6,0.2453,1.2398,48,false,0.0010,0.5738,0.1886,1
34025,Disoccupato_Laurea,Liguria,Marche,true,0,3,-0.0097,0.4232,29,false,0.0034,-0.0962,0.1222,1
25006,Lavoratore_Diploma,Campania,Friuli-Venezia Giulia,true,4,4,0.1311,0.9981,52,false,0.0098,0.3523,0.0000,1
36630,Lavoratore_Diploma,Umbria,Valle d'Aosta,false,1,1,0.1261,0.6152,19,false,0.0001,0.3120,0.0276,1
39312,Lavoratore_Diploma,Sicilia,Friuli-Venezia Giulia,true,10,10,0.2429,1.1274,47,false,0.0034,0.4660,0.3622,1
32251,Lavoratore_Laurea,Lombardia,Lazio,true,11,11,-0.0650,0.7557,46,false,0.0820,-0.1478,-0.2337,1
38318,Lavoratore_Laurea,Emilia-Romagna,Veneto,false,3,3,0.0965,0.4062,49,false,0.3774,-0.0825,0.0000,1
24086,Lavoratore_Laurea,Molise,Trentino-Alto Adige,false,3,3,0.5204,0.6927,32,false,0.0003,0.7562,0.7976,1
38766,Lavoratore_Diploma,Emilia-Romagna,Friuli-Venezia Giulia,true,1,1,-0.0409,0.6618,38,false,0.0239,-0.1427,0.0000,1
38265,Lavoratore_Laurea,Emilia-Romagna,Toscana,true,9,9,0.3493,0.5196,53,false,1.0000,-0.1471,-0.1680,1
22716,Lavoratore_Diploma,Veneto,Piemonte,true,13,13,0.0748,0.9657,40,false,0.0318,0.0688,0.1777,1
24591,Lavoratore_Diploma,Molise,Lazio,true,14,14,0.3232,0.7326,46,false,0.0121,0.6916,0.3391,1
26967,Lavoratore_Diploma,Abruzzo,Lazio,true,15,15,0.2619,0.6932,52,false,0.2479,0.4271,0.0000,1
37041,Lavoratore_Diploma,Valle d'Aosta,Trentino-Alto Adige,true,13,13,0.0747,0.9527,54,false,0.0002,0.1549,0.0925,1
23998,Lavoratore_Diploma,Sardegna,Valle d'Aosta,true,15,15,0.1568,1.0991,45,false,0.0001,0.4358,0.0000,1
31628,Lavoratore_Diploma,Toscana,Lazio,true,10,10,0.1377,0.6903,42,false,0.1427,0.2097,0.0000,1
31055,Lavoratore_Diploma,Toscana,Emilia-Romagna,true,24,24,0.4880,0.7184,52,false,1.0000,0.1432,0.0000,1
28131,Lavoratore_Diploma,Piemonte,Emilia-Romagna,true,12,12,-0.0159,0.8390,38,false,0.0454,0.0014,-0.1777,1
37864,Lavoratore_Diploma,Valle d'Aosta,Lombardia,true,14,14,0.1082,0.6955,44,false,0.0092,0.2845,0.0088,1
37795,Lavoratore_Diploma,Valle d'Aosta,Friuli-Venezia Giulia,false,2,2,-0.0005,0.6749,20,false,0.0001,-0.1019,0.1036,1
24374,Lavoratore_Diploma,Molise,Emilia-Romagna,true,8,8,0.2079,1.1300,61,false,0.0022,0.5752,0.0000,1
29414,Lavoratore_Diploma,Basilicata,Piemonte,true,22,22,0.3451,1.4259,61,false,0.0010,0.6184,0.5998,1
36669,Lavoratore_Diploma,Umbria,Toscana,true,3,3,0.0936,0.5370,27,false,0.0637,0.1974,-0.0427,1
35088,Lavoratore_Diploma,Lazio,Sardegna,true,2,2,-0.1998,0.6860,30,false,0.0167,-0.5757,0.0000,1
27350,Lavoratore_Diploma,Puglia,Emilia-Romagna,true,14,14,0.1624,1.0668,43,false,0.0138,0.4348,0.0000,1
29592,Disoccupato_Diploma,Basilicata,Friuli-Venezia Giulia,false,0,6,0.3324,0.5020,37,false,0.0008,0.4991,0.4924,1
35825,Lavoratore_Diploma,Lazio,Toscana,true,12,12,-0.0132,0.7083,38,false,0.1427,-0.2097,0.0000,1
36697,Lavoratore_Diploma,Umbria,Trentino-Alto Adige,true,5,5,0.1510,0.7396,33,false,0.0031,0.3692,0.0823,1
33304,Lavoratore_Laurea,Marche,Lombardia,true,7,7,0.2307,0.8256,52,false,0.0222,0.4399,0.3079,1
30813,Lavoratore_Diploma,Friuli-Venezia Giulia,Veneto,true,2,2,0.0528,0.5373,35,false,0.0913,0.0782,-0.0744,1
33810,Lavoratore_Diploma,Marche,Abruzzo,false,0,0,-0.1442,0.3066,18,false,0.0396,-0.2106,-0.2113,1
33010,Lavoratore_Diploma,Marche,Lombardia,false,8,8,0.3002,0.8054,33,false,0.0222,0.4913,0.3811,1
24099,Lavoratore_Diploma,Molise,Piemonte,true,9,9,0.3418,1.1432,40,false,0.0007,0.6184,0.5845,1
22513,Lavoratore_Laurea,Veneto,Toscana,true,1,1,0.0298,0.4263,32,false,0.1509,-0.0742,-0.0458,1
21319,Lavoratore_Diploma,Calabria,Lazio,true,0,0,0.4810,0.6537,18,false,0.0143,0.9860,0.3259,1
29443,Lavoratore_Laurea,Basilicata,Friuli-Venezia Giulia,false,0,0,0.4180,0.4244,23,true,0.0008,0.5996,0.5382,1
30227,Lavoratore_Laurea,Friuli-Venezia Giulia,Umbria,true,3,3,-0.0681,0.5607,35,false,0.0042,-0.1481,-0.0815,1
20616,Disoccupato_Diploma,Trentino-Alto Adige,Piemonte,true,0,21,-0.0280,0.4708,45,false,0.0121,-0.0926,0.0000,1
37619,Lavoratore_Diploma,Valle d'Aosta,Trentino-Alto Adige,true,20,20,0.0747,0.9275,50,false,0.0002,0.1549,0.0925,1
20936,Lavoratore_Diploma,Trentino-Alto Adige,Lazio,false,2,2,-0.0672,0.5837,24,false,0.0111,-0.0152,-0.1786,1
38572,Lavoratore_Diploma,Emilia-Romagna,Abruzzo,true,2,2,-0.1204,0.7864,52,false,0.0213,-0.3605,0.0000,1
35830,Lavoratore_Diploma,Lazio,Lombardia,true,17,17,0.0896,1.0429,52,false,0.0820,0.1446,0.0088,1
27419,Lavoratore_Laurea,Puglia,Trentino-Alto Adige,true,7,7,0.2755,0.9396,40,false,0.0025,0.5228,0.4237,1
38322,Lavoratore_Diploma,Emilia-Romagna,Toscana,false,8,8,0.2138,0.4616,30,false,1.0000,-0.1651,-0.1820,1
28029,Lavoratore_Diploma,Piemonte,Lazio,true,9,9,-0.0030,1.1712,60,false,0.0251,0.0680,-0.1886,1
31704,Lavoratore_Diploma,Toscana,Piemonte,true,5,5,0.1052,1.0334,61,false,0.0362,0.1418,0.1886,1
23274,Lavoratore_Diploma,Sardegna,Piemonte,false,4,4,0.4359,0.8558,35,false,0.0062,0.5850,0.7118,1
28319,Lavoratore_Diploma,Piemonte,Lazio,true,4,4,-0.0030,1.0413,50,false,0.0251,0.0680,-0.1886,1
35940,Lavoratore_Laurea,Lazio,Trentino-Alto Adige,true,2,2,0.0490,0.7491,47,false,0.0111,0.0075,0.2038,1
38022,Lavoratore_Diploma,Emilia-Romagna,Puglia,true,16,16,-0.1504,1.0642,41,false,0.0138,-0.4348,0.0000,1
29970,Lavoratore_Laurea,Basilicata,Emilia-Romagna,true,10,10,0.3342,0.8683,52,false,0.0025,0.5901,0.5928,1
23710,Lavoratore_Diploma,Sardegna,Lombardia,false,1,1,0.6765,0.6360,19,true,0.0135,1.0465,0.7837,1
26050,Lavoratore_Diploma,Abruzzo,Marche,true,13,13,0.0696,0.6329,38,false,0.0396,0.1454,0.0000,1
36017,Lavoratore_Diploma,Umbria,Puglia,true,2,2,-0.0743,0.7118,20,false,0.0049,-0.1872,0.0000,1
34904,Lavoratore_Laurea,Liguria,Friuli-Venezia Giulia,true,11,11,0.0249,0.7835,49,false,0.0024,0.0016,0.1144,1
23976,Lavoratore_Diploma,Sardegna,Liguria,true,9,9,0.1320,0.9575,38,false,0.0029,0.3634,0.0000,1
33784,Lavoratore_Diploma,Marche,Lombardia,true,12,12,0.1649,1.0676,57,false,0.0222,0.4262,0.0088,1
27273,Lavoratore_Laurea,Puglia,Emilia-Romagna,false,2,2,0.3438,0.7095,31,false,0.0138,0.5023,0.5106,1
39632,Lavoratore_Diploma,Sicilia,Lombardia,true,4,4,0.2948,1.1428,42,false,0.0230,0.7864,0.0088,1
25345,Lavoratore_Laurea,Campania,Emilia-Romagna,true,9,9,0.2595,0.7103,38,false,0.0384,0.5122,0.2869,1
28614,Lavoratore_Laurea,Piemonte,Toscana,true,10,10,-0.0575,0.6559,44,false,0.0362,-0.1564,-0.0836,1
39708,Lavoratore_Laurea,Sicilia,Friuli-Venezia Giulia,true,1,1,0.2106,0.8793,36,false,0.0034,0.4432,0.2438,1
30392,Lavoratore_Diploma,Friuli-Venezia Giulia,Lombardia,true,3,3,0.1850,0.9097,47,false,0.0187,0.3815,0.1944,1
25300,Lavoratore_Diploma,Campania,Valle d'Aosta,false,3,3,0.3967,0.7837,22,false,0.0003,0.6170,0.4619,1
30271,Lavoratore_Diploma,Friuli-Venezia Giulia,Toscana,true,4,4,0.0063,0.7586,41,false,0.0147,-0.0005,0.0000,1
24850,Lavoratore_Diploma,Molise,Lombardia,true,14,14,0.2857,1.3046,64,false,0.0022,0.7864,0.0088,1
31631,Lavoratore_Diploma,Toscana,Emilia-Romagna,true,21,21,0.4880,0.6722,49,false,1.0000,0.1432,0.0000,1
30778,Lavoratore_Laurea,Friuli-Venezia Giulia,Lazio,true,15,15,0.0910,0.7196,48,false,0.0148,0.2180,0.0298,1
26169,Lavoratore_Diploma,Abruzzo,Piemonte,true,25,25,0.1696,1.2105,55,false,0.0046,0.3591,0.1886,1
28157,Lavoratore_Diploma,Piemonte,Veneto,true,12,12,-0.0493,1.0260,54,false,0.0318,-0.0688,-0.1886,1
37788,Lavoratore_Diploma,Valle d'Aosta,Piemonte,true,9,9,0.0727,0.5214,32,false,0.0243,0.0719,0.1777,1
28056,Lavoratore_Laurea,Piemonte,Lazio,true,7,7,-0.0086,0.9843,59,false,0.0251,0.0718,-0.2228,1
24208,Lavoratore_Diploma,Molise,Umbria,false,1,1,0.3159,0.4471,23,false,0.0012,0.4180,0.4426,1
20443,Lavoratore_Laurea,Trentino-Alto Adige,Veneto,true,9,9,-0.0718,0.5092,50,false,0.0938,-0.1515,-0.2862,1
39319,Lavoratore_Diploma,Sicilia,Trentino-Alto Adige,true,10,10,0.2563,1.1733,48,false,0.0026,0.6568,0.0925,1
26896,Lavoratore_Diploma,Abruzzo,Lombardia,true,7,7,0.3038,0.8235,28,false,0.0156,0.7335,0.0000,1
35323,Lavoratore_Diploma,Lazio,Toscana,true,10,10,-0.0132,0.6803,37,false,0.1427,-0.2097,0.0000,1
22404,Lavoratore_Diploma,Veneto,Lazio,true,3,3,0.0824,0.7762,41,false,0.0760,0.1368,0.0000,1
27717,Lavoratore_Diploma,Puglia,Emilia-Romagna,true,8,8,0.1624,1.0815,41,false,0.0138,0.4348,0.0000,1
29789,Lavoratore_Diploma,Basilicata,Umbria,false,0,0,0.3158,0.4881,18,false,0.0010,0.4180,0.4426,1
22320,Lavoratore_Laurea,Veneto,Emilia-Romagna,true,6,6,0.2080,0.5267,40,false,0.3774,0.0729,0.0835,1
20946,Lavoratore_Laurea,Trentino-Alto Adige,Friuli-Venezia Giulia,true,1,1,-0.1261,0.6390,54,false,0.0060,-0.2255,-0.2336,1
32281,Lavoratore_Laurea,Lombardia,Umbria,true,22,22,-0.2520,0.7905,52,false,0.0187,-0.5140,-0.3694,1
33091,Lavoratore_Diploma,Marche,Trentino-Alto Adige,true,10,10,0.1276,0.8078,44,false,0.0046,0.2967,0.0925,1
24567,Lavoratore_Diploma,Molise,Piemonte,true,11,11,0.2452,1.1182,42,false,0.0007,0.5738,0.1886,1
